sub,lPPC_spaceloc,lPPC_distloc,lPPC_toolloc,lAPC_spaceloc,lAPC_distloc,lAPC_toolloc,rPPC_spaceloc,rPPC_distloc,rPPC_toolloc,rAPC_spaceloc,rAPC_distloc,rAPC_toolloc
1001.0,-0.006308042795362222,0.00738576044152982,0.0035172842876549674,-0.000279423837744466,0.01095641412118625,0.011279851643423081,0.005497253144930059,0.01185073854655318,0.005012792646678529,0.021402501102181178,0.01992382240261658,0.022815834897551988
1002.0,0.009519492565228707,0.018096260159874655,0.02520570163855089,0.014268999709764908,0.012942700150307858,0.01870022405672319,0.0047799477698388035,0.015728860195980604,-0.007844299464286731,0.0218904283283051,0.01322294452775723,0.023581264153598246
1003.0,0.010340994779548434,0.01599337782042054,0.010323077323474643,0.004322169810337761,0.008571758749561637,0.008529551039902538,0.01624230599183771,0.021778828225299723,0.02216463358934583,0.019592940415723105,0.0109008042550174,0.031595043225035084
1004.0,0.01536065787955614,0.0020438062820136394,0.002256999120153783,0.014979976979786232,0.0017567044155232497,0.002415114663599811,0.009073999370903713,0.008779762138704338,0.0027720676031319246,9.672282567940083e-05,0.002886605548415896,0.0009578934950403795
1005.0,0.006443378214052612,0.013746586414412225,0.002226544411355641,0.004703815693670234,0.004991033352519038,0.009194015810438954,0.011870224623723924,0.0030819295735482343,0.0005839824035729581,-0.0012420484046357263,-7.277588264969187e-05,0.0020662504379372173
1006.0,0.01328316557767866,0.0033114903002023034,0.022483618275692143,0.018099545951465987,0.010883952988784683,0.015993989216290812,0.019022365033375316,0.023570370904291798,0.009351895196919497,0.035061480931698266,0.03412108259933332,0.0060102594043916595
1007.0,-0.008648545828535092,0.00039740592122419397,0.0025080933949551357,0.007988865463258537,-0.005323076285661723,-0.011277080255030924,0.003190325909756182,0.004701276621120307,-0.00500566882734631,0.008835629360257561,-0.008873746232941201,0.01682986743302376
1008.0,0.013704252053531988,0.02941319600705757,0.006266810739159561,0.0123547622984865,0.005021470513236571,0.00530713806926568,0.004349385825432635,0.017702887998222845,0.02556279407267034,0.019507838404749463,0.011546494629481152,0.01208731574706233
1009.0,0.023712803433532444,0.005499663666889778,0.024268091066340917,0.013645573208302637,-0.00027675996228097795,0.036779498357524094,0.016096217183363553,0.011345406068118059,0.006290330245307099,0.025306528656980194,0.016457695007453133,0.037411600217937276
1010.0,0.013535480124845423,0.012181166809602895,0.024579437429419537,0.020805037392554137,-0.002596245481989545,-0.02988198036347786,0.013726652612404144,0.007268761271134643,0.016833227085687904,0.015511534851254475,0.014289941081800211,0.010628932540366237
1011.0,0.022969677927367642,0.017800155171668247,0.02300744005885455,0.02051830720032291,0.013018802371612686,0.03222241373255444,0.03490604688516696,0.019941167953032322,0.012225483100528038,0.024179515045888677,0.011833836964269276,0.04603778049374718
1012.0,-0.026665492888477475,-0.003089338675144576,-0.017509177750839724,0.002938981115734077,0.008958277497824343,0.028885010783640138,0.0422085552341861,0.00980189203196007,-0.004066612906625957,0.02712164390574313,0.032376209975153766,0.028921505808357832
